than	2_102_V_fcw_01.mp3	～よりも
thousand	2_102_V_fcw_02.mp3	千（の）
meter(s)	2_102_V_fcw_03.mp3	メートル
climate	2_102_V_fcw_04.mp3	気候
foot	2_102_V_fcw_05.mp3	（ものの）下の方，ふもと
spread(s)	2_102_V_fcw_06.mp3	広がる
top	2_102_V_fcw_07.mp3	頂上
cover	2_102_V_fcw_08.mp3	（～を）覆う
eastern part of ~ 	2_102_V_fcw_09.mp3	～の東部
be famous for ~ 	2_102_V_fcw_10.mp3	～で有名である
~ high	2_102_V_fcw_11.mp3	高さが～
from place to place	2_102_V_fcw_12.mp3	場所によって
all year round	2_102_V_fcw_13.mp3	一年中
World Heritage Site(s)	2_102_V_fcw_14.mp3	世界遺産
Kilimanjaro 	2_102_V_fcw_15.mp3	キリマンジャロ
Tanzania	2_102_V_fcw_16.mp3	タンザニア〔国名〕
Africa	2_102_V_fcw_17.mp3	アフリカ（大陸）
savanna	2_102_V_fcw_18.mp3	サバンナ
below zero	2_102_V_fcw_19.mp3	氷点下
glacier(s)	2_102_V_fcw_20.mp3	氷河
waterfall(s)	2_104_V_fcw_01.mp3	滝
fall(s)	2_104_V_fcw_02.mp3	〔複数形で〕滝
boat	2_104_V_fcw_03.mp3	船
one ~ and the other…	2_104_V_fcw_04.mp3	一方は～，他方は・・・
~ wide	2_104_V_fcw_05.mp3	幅が～
South America	2_104_V_fcw_06.mp3	南アメリカ（大陸）
Iguazu Falls	2_104_V_fcw_07.mp3	イグアスの滝
Brazil	2_104_V_fcw_08.mp3	ブラジル〔国名〕
Argentina	2_104_V_fcw_09.mp3	アルゼンチン〔国名〕
Angel Falls	2_104_V_fcw_10.mp3	エンジェルの滝
Venezuela	2_104_V_fcw_11.mp3	ベネズエラ〔国名〕
Tokyo Skytree	2_104_V_fcw_12.mp3	東京スカイツリー
popular	2_106_V_fcw_01.mp3	人気がある
more	2_106_V_fcw_02.mp3	もっと
ancient	2_106_V_fcw_03.mp3	古代の
sea	2_106_V_fcw_04.mp3	海
level	2_106_V_fcw_05.mp3	高さ，高度
build	2_106_V_fcw_06.mp3	（～を）建てる
such	2_106_V_fcw_07.mp3	そんなに～な
disappear	2_106_V_fcw_08.mp3	消滅する
solve	2_106_V_fcw_09.mp3	（～を）解決する
mysteries < mystery	2_106_V_fcw_10.mp3	謎
most	2_106_V_fcw_11.mp3	最も〔つづりの長い語の最上級に使う〕
mysterious	2_106_V_fcw_12.mp3	神秘的な
both ~ and …	2_106_V_fcw_13.mp3	～も･･･も
above sea level	2_106_V_fcw_14.mp3	海抜
the Nazca Lines	2_106_V_fcw_15.mp3	ナスカの地上絵
Machu Picchu	2_106_V_fcw_16.mp3	マチュ・ピチュ
Peru	2_106_V_fcw_17.mp3	ペルー〔国名〕
ancient city	2_106_V_fcw_18.mp3	古代都市
the Andes	2_106_V_fcw_19.mp3	アンデス山脈
