everyone	1_038_V_fcw_01.mp3	〔呼びかけ〕みなさん

am	1_038_V_fcw_02.mp3	〔Iとともに使う〕〜です

year(s)	1_038_V_fcw_03.mp3	〜歳

old	1_038_V_fcw_04.mp3	〔数字+yearとともに〕
〜歳である

from	1_038_V_fcw_05.mp3	〜出身（の），〜から（の）

live	1_038_V_fcw_06.mp3	住む

in	1_038_V_fcw_07.mp3	（〜の中）に/で

sport(s)	1_038_V_fcw_08.mp3	スポーツ

nice	1_038_V_fcw_09.mp3	すてきな

meet	1_038_V_fcw_10.mp3	（〜に）会う

I'm	1_038_V_fcw_11.mp3	I am

~ year(s) old 	1_038_V_fcw_12.mp3	〜歳

am from ~	1_038_V_fcw_13.mp3	〜の出身である

Nice to meet you.	1_038_V_fcw_14.mp3	初めまして。

Ben	1_038_V_fcw_15.mp3	ベン〔名〕

Wilson	1_038_V_fcw_16.mp3	ウィルソン〔姓〕

Canada	1_038_V_fcw_17.mp3	カナダ〔国名〕

are	1_040_V_fcw_01.mp3	〔we, you, theyや名詞の複数形とともに使う〕〜です

rock	1_040_V_fcw_02.mp3	ロック

fan	1_040_V_fcw_03.mp3	ファン

band	1_040_V_fcw_04.mp3	バンド

do	1_040_V_fcw_05.mp3	（〜を）する

the	1_040_V_fcw_06.mp3	その

sing	1_040_V_fcw_07.mp3	歌う

guitar	1_040_V_fcw_08.mp3	ギター

team	1_042_V_fcw_01.mp3	チーム，部

regular	1_042_V_fcw_02.mp3	レギュラーの

player	1_042_V_fcw_03.mp3	選手

now	1_042_V_fcw_04.mp3	今

let's	1_042_V_fcw_05.mp3	let us

practice	1_042_V_fcw_06.mp3	（〜を）練習する

together	1_042_V_fcw_07.mp3	一緒に

What sport(s) ~ ?	1_042_V_fcw_08.mp3	どんなスポーツが〜ですか？

am/are on the ~ team	1_042_V_fcw_09.mp3	〜チームに所属して

let's ~ 	1_042_V_fcw_10.mp3	〜しましょう

sleepy	1_045_V_fcw_01.mp3	眠い

fine	1_045_V_fcw_02.mp3	元気な

thank	1_045_V_fcw_03.mp3	（〜に）感謝する

so	1_045_V_fcw_04.mp3	それほど〜ない

bad	1_045_V_fcw_05.mp3	悪い，ひどい

thirsty	1_045_V_fcw_06.mp3	のどが渇いた

OK	1_045_V_fcw_07.mp3	元気な，大丈夫な

tired	1_045_V_fcw_08.mp3	疲れた

hungry	1_045_V_fcw_09.mp3	おなかがすいた

full	1_045_V_fcw_10.mp3	いっぱいの，満腹で

How are you?	1_045_V_fcw_11.mp3	元気ですか。

Thank you.	1_045_V_fcw_12.mp3	ありがとう。

John	1_045_V_fcw_13.mp3	ジョン〔名〕

Sarah	1_045_V_fcw_14.mp3	サラ〔名〕

painting	1_046_V_fcw_01.mp3	絵を描くこと

sweet(s)	1_046_V_fcw_02.mp3	甘い食べもの，菓子

art	1_046_V_fcw_03.mp3	芸術，美術

club	1_046_V_fcw_04.mp3	クラブ，部

piano	1_046_V_fcw_05.mp3	ピアノ

read	1_046_V_fcw_06.mp3	(〜を）読む

comic	1_046_V_fcw_07.mp3	マンガ

am/are in the ~ club	1_046_V_fcw_08.mp3	〜部に所属している

comic book(s)	1_046_V_fcw_09.mp3	マンガ本

