speech	3_058_V_fcw_01.mp3	スピーチ，演説

heard	3_058_V_fcw_02.mp3	hearの過去・過去分詞形

lying < lie	3_058_V_fcw_03.mp3	〜に位置する，ある，横たわる

harvest(s)	3_058_V_fcw_04.mp3	収穫

farming	3_058_V_fcw_05.mp3	農業

hear of ~ 	3_058_V_fcw_06.mp3	〜を耳にする

Bhutan	3_058_V_fcw_07.mp3	ブータン〔国名〕

most	3_060_V_fcw_01.mp3	大部分

plant(ed)	3_060_V_fcw_02.mp3	（〜を）植える

seed(s)	3_060_V_fcw_03.mp3	種

grew 	3_060_V_fcw_04.mp3	growの過去形

trust	3_060_V_fcw_05.mp3	（〜を）信頼する

Bhutanese	3_060_V_fcw_06.mp3	ブータン人

skill(s)	3_062_V_fcw_01.mp3	技術

increase(d)	3_062_V_fcw_02.mp3	増加する

kept	3_062_V_fcw_03.mp3	keepの過去・過去分詞形

die(d)	3_062_V_fcw_04.mp3	死ぬ

