I	1_020_V_fcw_01.mp3	私は/が

like	1_020_V_fcw_02.mp3	（〜が）好きである

really	1_020_V_fcw_03.mp3	本当に

too	1_020_V_fcw_04.mp3	も，（〜も）また

do	1_022_V_fcw_01.mp3	質問や答えに使う語

play	1_022_V_fcw_02.mp3	〔スポーツを〕する

yes	1_022_V_fcw_03.mp3	はい，そうです

no	1_022_V_fcw_04.mp3	いいえ，ううん

not	1_022_V_fcw_05.mp3	〜（で）ない

but	1_022_V_fcw_06.mp3	しかし，でも

don't	1_022_V_fcw_07.mp3	do not

food	1_024_V_fcw_01.mp3	食べもの

love	1_024_V_fcw_02.mp3	（〜が）大好きである，（〜を）愛する

tuna	1_024_V_fcw_03.mp3	まぐろ

eat	1_024_V_fcw_04.mp3	（〜を）食べる

octopus	1_024_V_fcw_05.mp3	タコ

zero	1_029_V_fcw_01.mp3	0, ゼロ（の）

one	1_029_V_fcw_02.mp3	1, 1人, 1つ（の）

two	1_029_V_fcw_03.mp3	2, 2つ（の）

three	1_029_V_fcw_04.mp3	3, 3つ（の）

four	1_029_V_fcw_05.mp3	4, 4つ（の）

five	1_029_V_fcw_06.mp3	5, 5つ（の）

six	1_029_V_fcw_07.mp3	6, 6つ（の）

seven	1_029_V_fcw_08.mp3	7, 7つ（の）

eight	1_029_V_fcw_09.mp3	8, 8つ（の）

nine	1_029_V_fcw_10.mp3	9, 9つ（の）

ten	1_029_V_fcw_11.mp3	10（の）

eleven	1_029_V_fcw_12.mp3	11（の）

twelve	1_029_V_fcw_13.mp3	12（の）

thirteen	1_029_V_fcw_14.mp3	13（の）

fourteen	1_029_V_fcw_15.mp3	14（の）

fifteen	1_029_V_fcw_16.mp3	15（の）

sixteen	1_029_V_fcw_17.mp3	16（の）

seventeen	1_029_V_fcw_18.mp3	17（の）

eighteen	1_029_V_fcw_19.mp3	18（の）

nineteen	1_029_V_fcw_20.mp3	19（の）

twenty	1_029_V_fcw_21.mp3	20（の）

thirty	1_029_V_fcw_22.mp3	30（の）

forty	1_029_V_fcw_23.mp3	40（の）

fifty	1_029_V_fcw_24.mp3	50（の）

sixty	1_029_V_fcw_25.mp3	60（の）

seventy	1_029_V_fcw_26.mp3	70（の）

eighty	1_029_V_fcw_27.mp3	80（の）

ninety	1_029_V_fcw_28.mp3	90（の）

hundred	1_029_V_fcw_29.mp3	100（の）

your	1_029_V_fcw_30.mp3	あなた（たち）の

phone	1_029_V_fcw_31.mp3	電話

number	1_029_V_fcw_32.mp3	数

please	1_029_V_fcw_33.mp3	どうぞ，お願いします

right	1_029_V_fcw_34.mp3	正しい，その通り

plus	1_029_V_fcw_35.mp3	〜を加えて

minus	1_029_V_fcw_36.mp3	〜を引いて

~, right?	1_029_V_fcw_37.mp3	〜ですよね。

