painter	2_060_V_fcw_01.mp3	画家

trip	2_060_V_fcw_02.mp3	旅行

Arsenal	2_060_V_fcw_03.mp3	アーセナル〔サッカーチーム名〕

National Gellery	2_060_V_fcw_04.mp3	英国国立美術館

Renoir	2_060_V_fcw_05.mp3	ルノワール〔画家〕

cloth	2_059_V_fcw_01.mp3	布

gift	2_059_V_fcw_02.mp3	贈りもの

piece	2_059_V_fcw_03.mp3	１つ，１枚

famous	2_059_V_fcw_04.mp3	有名な

forward	2_059_V_fcw_05.mp3	前に/へ

a piece of ~	2_059_V_fcw_06.mp3	１枚/１つの〜

look forward to ~	2_059_V_fcw_07.mp3	〜を楽しみに待つ/する

Indian	2_059_V_fcw_08.mp3	インドの

pastry shop	2_059_V_fcw_09.mp3	洋菓子店

international	2_061_V_fcw_01.mp3	国際的な

company	2_061_V_fcw_02.mp3	会社

clothes	2_061_V_fcw_03.mp3	衣服

women	2_061_V_fcw_04.mp3	womanの複数形

meeting	2_061_V_fcw_05.mp3	会議

product(s)	2_061_V_fcw_06.mp3	製品

fashion	2_061_V_fcw_07.mp3	流行，ファッション

designer	2_061_V_fcw_08.mp3	デザイナー

magazine	2_061_V_fcw_09.mp3	雑誌

language	2_061_V_fcw_10.mp3	言語

Thai	2_061_V_fcw_11.mp3	タイの

branch	2_061_V_fcw_12.mp3	支社

Phan	2_061_V_fcw_13.mp3	ファーン〔姓〕

Vietnam	2_061_V_fcw_14.mp3	ベトナム〔国名〕

Napaporn	2_061_V_fcw_15.mp3	ナパポーン〔姓〕

magazine editor	2_061_V_fcw_16.mp3	雑誌編集者

Thailand	2_061_V_fcw_17.mp3	タイ〔国名〕

world	2_062_V_fcw_01.mp3	世界

tongue	2_062_V_fcw_02.mp3	言語

native	2_062_V_fcw_03.mp3	生まれた時からの

speaker(s)	2_062_V_fcw_04.mp3	話す人

daily	2_062_V_fcw_05.mp3	日常の

lives < life	2_062_V_fcw_06.mp3	生活

although	2_062_V_fcw_07.mp3	〜だけれど

non-native	2_062_V_fcw_08.mp3	母語によらない

addition	2_062_V_fcw_09.mp3	追加

in addition to ~	2_062_V_fcw_10.mp3	〜に加えて

native speaker(s) of ~	2_062_V_fcw_11.mp3	〜を母語として話す人

non-native speaker(s) of ~	2_062_V_fcw_12.mp3	〜が母語ではない人

Philippines	2_062_V_fcw_13.mp3	フィリピン〔国名〕

part(s)	2_063_V_fcw_01.mp3	一部

always	2_063_V_fcw_02.mp3	いつも

differently	2_063_V_fcw_03.mp3	（〜と）異なって

communicate	2_063_V_fcw_04.mp3	伝え合う

another	2_063_V_fcw_05.mp3	もう１つのもの

sense	2_063_V_fcw_06.mp3	意味

not always	2_063_V_fcw_07.mp3	いつも〜ではない

the same as ~	2_063_V_fcw_08.mp3	〜と同じように

in this sense	2_063_V_fcw_09.mp3	この意味では

one another	2_063_V_fcw_10.mp3	お互いに

message	2_064_V_fcw_01.mp3	伝言

spoke	2_064_V_fcw_02.mp3	speakの過去形

anymore	2_064_V_fcw_03.mp3	もはや

clearly	2_064_V_fcw_04.mp3	はっきりと

simple	2_064_V_fcw_05.mp3	簡単な

job	2_064_V_fcw_06.mp3	仕事

tool	2_064_V_fcw_07.mp3	道具

Here is ~ .	2_064_V_fcw_08.mp3	これが〜です。

at first	2_064_V_fcw_09.mp3	最初は

Don't be afraid.	2_064_V_fcw_10.mp3	恐れないで。

