stay(ed)	2_018_V_fcw_01.mp3	ままでいる

late	2_018_V_fcw_02.mp3	遅く，遅れて

gesture(s)	2_018_V_fcw_03.mp3	ジェスチャー

different	2_018_V_fcw_04.mp3	異なった

countries < country	2_018_V_fcw_05.mp3	国

course	2_018_V_fcw_06.mp3	方向

away	2_018_V_fcw_07.mp3	離れて

learn(ed)	2_018_V_fcw_08.mp3	（〜を）学ぶ

something	2_018_V_fcw_09.mp3	何か

stay up late	2_018_V_fcw_10.mp3	夜更かしをする

of course	2_018_V_fcw_11.mp3	もちろん

go away	2_018_V_fcw_12.mp3	立ち去る

American(s)	2_018_V_fcw_13.mp3	アメリカ人

point	2_020_V_fcw_01.mp3	指し示す

yourself	2_020_V_fcw_02.mp3	あなた自身に/を

nose	2_020_V_fcw_03.mp3	鼻

usually	2_020_V_fcw_04.mp3	普通は

put	2_020_V_fcw_05.mp3	（〜を）置く，向ける

hand	2_020_V_fcw_06.mp3	手

chest	2_020_V_fcw_07.mp3	胸

neither	2_020_V_fcw_08.mp3	〜もまた・・・ない

shake	2_020_V_fcw_09.mp3	（〜を）振る

head	2_020_V_fcw_10.mp3	頭

nod	2_020_V_fcw_11.mp3	うなずく

opposite	2_020_V_fcw_12.mp3	反対の

Me, neither.	2_020_V_fcw_13.mp3	私も〜ありません。

am/are/is opposite to ~	2_020_V_fcw_14.mp3	〜の反対である

Bulgarian	2_020_V_fcw_15.mp3	ブルガリアの，ブルガリア人

taxi	2_022_V_fcw_01.mp3	タクシー

raise	2_022_V_fcw_02.mp3	（〜を）上げる

face	2_022_V_fcw_03.mp3	〔face ~ to …で〕〜を・・・に向ける

palm	2_022_V_fcw_04.mp3	手のひら

driver	2_022_V_fcw_05.mp3	運転手

insult	2_022_V_fcw_06.mp3	侮辱

out	2_022_V_fcw_07.mp3	外へ

side	2_022_V_fcw_08.mp3	横

place(s)	2_022_V_fcw_09.mp3	場所

Greece	2_022_V_fcw_10.mp3	ギリシア〔国名〕

box	2_026_V_fcw_01.mp3	箱

table	2_026_V_fcw_02.mp3	テーブル

under	2_026_V_fcw_03.mp3	〜の下に/で

bottle	2_026_V_fcw_04.mp3	瓶

wall	2_026_V_fcw_05.mp3	壁

balloon(s)	2_026_V_fcw_06.mp3	風船

above	2_026_V_fcw_07.mp3	〜の上に

shelf	2_026_V_fcw_08.mp3	棚

clock	2_027_V_fcw_01.mp3	時計

calendar	2_027_V_fcw_02.mp3	カレンダー

dictionary	2_027_V_fcw_03.mp3	辞書，辞典

there's	2_027_V_fcw_04.mp3	there is

read	2_028_V_fcw_01.mp3	readの過去形

break	2_028_V_fcw_02.mp3	休憩

water(ed)	2_028_V_fcw_03.mp3	（〜に）水をやる

flower(s)	2_028_V_fcw_04.mp3	花

garden	2_028_V_fcw_05.mp3	庭

cook(ed)	2_028_V_fcw_06.mp3	（〜を）料理する

lunch break	2_028_V_fcw_07.mp3	昼休み

join(ed)	2_029_V_fcw_01.mp3	（〜に）加わる

curry	2_029_V_fcw_02.mp3	カレー

parent(s)	2_029_V_fcw_03.mp3	親

glad	2_029_V_fcw_04.mp3	うれしい

